0.25 0.0 0.0
0.25 0.0 2.0
0.25 0.0 4.0
0.25 0.0 6.0 
0.5 0.0 0.0
0.5 0.0 2.0
0.5 0.0 4.0
0.5 0.0 6.0
0.25 0.25 0.0
0.25 0.25 2.0
0.25 0.25 4.0
0.25 0.25 6.0
0.5 0.5 0.0
0.5 0.5 2.0
0.5 0.5 4.0
0.5 0.5 6.0
0.0 0.25 0.0
0.0 0.25 2.0
0.0 0.25 4.0
0.0 0.25 6.0
0.0 0.5 0.0
0.0 0.5 2.0
0.0 0.5 4.0
0.0 0.5 6.0
-0.25 0.25 0.0
-0.25 0.25 2.0
-0.25 0.25 4.0
-0.25 0.25 6.0
-0.5 0.5 0.0
-0.5 0.5 2.0
-0.5 0.5 4.0
-0.5 0.5 6.0
-0.25 0.0 0.0
-0.25 0.0 2.0
-0.25 0.0 4.0
-0.25 0.0 6.0
-0.5 0.0 0.0
-0.5 0.0 2.0
-0.5 0.0 4.0
-0.5 0.0 6.0
-0.25 -0.25 0.0
-0.25 -0.25 2.0
-0.25 -0.25 4.0
-0.25 -0.25 6.0
-0.5 -0.5 0.0
-0.5 -0.5 2.0
-0.5 -0.5 4.0
-0.5 -0.5 6.0
0.0 -0.25 0.0
0.0 -0.25 2.0
0.0 -0.25 4.0
0.0 -0.25 6.0
0.0 -0.5 0.0
0.0 -0.5 2.0
0.0 -0.5 4.0
0.0 -0.5 6.0
0.25 -0.25 0.0
0.25 -0.25 2.0
0.25 -0.25 4.0
0.25 -0.25 6.0
0.5 -0.5 0.0
0.5 -0.5 2.0
0.5 -0.5 4.0
0.5 -0.5 6.0
0.25 0.0 0.0
0.25 0.0 2.0
0.25 0.0 4.0
0.25 0.0 6.0
0.5 0.0 0.0
0.5 0.0 2.0
0.5 0.0 4.0
0.5 0.0 6.0
